Format,LMUTelemetry v3
Version,1
Player,Daniel Karasi
TrackName,Circuit de Spa-Francorchamps
CarClass,GTE
CarName,TF Sport #72:LM
SessionUTC,2025-11-21T10:50:59Z
LapTime [s],0.000
TrackLen [m],6981.600586
NumSectors,3
Sector1End [m],2327.200195
Sector2End [m],4654.400391
Sector3End [m],6981.600586
GameVersion,1.0
Event,Practice

LapDistance [m],Sector [int],Speed [km/h],EngineRevs [rpm],ThrottlePercentage [%],BrakePercentage [%],Steer [%],Gear [int],X [m],Z [m]
223.045,0,70.63,4449.97,0.00,17.46,100.00,1,-353.14,923.89
223.045,0,70.66,4429.51,0.00,15.87,2.35,1,-353.35,924.22
223.045,0,70.29,4411.78,0.00,15.87,2.74,1,-353.56,924.55
223.045,0,69.92,4395.41,0.00,15.87,3.13,1,-353.76,924.88
223.045,0,69.69,4379.03,0.00,14.29,3.72,1,-353.97,925.20
223.045,0,69.41,4361.30,0.00,14.29,4.50,1,-354.17,925.53
223.045,0,69.07,4344.93,0.00,12.70,5.28,1,-354.37,925.86
223.045,0,69.00,4327.20,0.00,12.70,6.26,1,-354.57,926.18
223.045,0,68.70,4310.83,0.00,12.70,7.05,1,-354.76,926.51
223.045,0,68.32,4295.82,0.00,12.70,7.63,1,-354.95,926.84
226.888,0,68.19,4279.45,0.00,12.70,8.41,1,-355.14,927.17
226.888,0,68.02,4263.08,0.00,12.70,9.00,1,-355.33,927.50
226.888,0,67.75,4246.71,0.00,12.70,9.59,1,-355.51,927.83
226.888,0,67.42,4230.34,0.00,12.70,10.37,1,-355.69,928.15
226.888,0,67.11,4216.70,0.00,12.70,10.96,1,-355.87,928.48
226.888,0,66.98,4201.69,0.00,12.70,11.55,1,-356.04,928.81
226.888,0,66.98,4201.69,0.00,12.70,11.55,1,-356.04,928.81
226.888,0,66.77,4185.32,0.00,12.70,11.94,1,-356.21,929.14
226.888,0,66.41,4168.95,0.00,11.11,12.33,1,-356.38,929.47
226.888,0,66.30,4155.31,1.59,11.11,12.72,1,-356.55,929.80
226.888,0,66.40,4151.22,3.17,9.52,13.11,1,-356.71,930.13
