Format,LMUTelemetry v3
Version,1
Player,Damon Blackburn
TrackName,Circuit de Spa-Francorchamps
CarClass,GTE
CarName,Proton Competition #911:LM
SessionUTC,2025-11-21T10:50:24Z
LapTime [s],0.000
TrackLen [m],6981.600586
NumSectors,3
Sector1End [m],2327.200195
Sector2End [m],4654.400391
Sector3End [m],6981.600586
GameVersion,1.0
Event,Practice

LapDistance [m],Sector [int],Speed [km/h],EngineRevs [rpm],ThrottlePercentage [%],BrakePercentage [%],Steer [%],Gear [int],X [m],Z [m]
207.862,0,103.17,6718.61,0.00,66.67,39.14,2,-346.75,914.03
207.862,0,102.04,6636.76,0.00,66.67,39.14,2,-347.05,914.50
207.862,0,101.32,6541.27,0.00,66.67,39.14,2,-347.34,914.97
207.862,0,99.69,6455.32,0.00,66.67,39.14,2,-347.64,915.44
213.509,0,98.67,6388.48,0.00,66.67,58.71,2,-347.93,915.90
213.509,0,97.53,6302.54,0.00,65.08,78.28,2,-348.21,916.35
213.509,0,96.72,6302.54,0.00,65.08,78.28,2,-348.49,916.81
213.509,0,95.54,6283.44,0.00,65.08,97.85,2,-348.77,917.25
213.509,0,94.96,6262.97,0.00,63.49,100.00,2,-349.04,917.70
213.509,0,94.81,6216.59,0.00,58.73,100.00,2,-349.32,918.14
213.509,0,94.08,6171.57,0.00,55.56,100.00,2,-349.58,918.58
213.509,0,93.50,6140.20,0.00,50.79,100.00,2,-349.85,919.01
213.509,0,93.50,6140.20,0.00,50.79,100.00,2,-349.85,919.01
213.509,0,93.69,6110.19,0.00,44.44,100.00,2,-350.12,919.45
213.509,0,93.39,6066.53,0.00,42.86,100.00,2,-350.38,919.89
218.701,0,92.98,6025.61,0.00,39.68,100.00,2,-350.65,920.32
218.701,0,92.40,5990.14,0.00,38.10,100.00,2,-350.91,920.76
218.701,0,91.99,5954.67,0.00,36.51,100.00,2,-351.17,921.20
218.701,0,91.83,5917.84,0.00,33.33,100.00,2,-351.43,921.63
218.701,0,91.27,5879.64,0.00,31.75,100.00,2,-351.69,922.07
218.701,0,90.75,5849.63,0.00,31.75,100.00,2,-351.95,922.50
218.701,0,90.23,5819.61,0.00,31.75,100.00,2,-352.20,922.93
218.701,0,90.01,5790.97,0.00,30.16,100.00,2,-352.46,923.36
218.701,0,89.30,5758.23,0.00,30.16,2.35,2,-352.71,923.79
218.701,0,88.61,5730.94,0.00,30.16,2.94,2,-352.97,924.22
223.732,0,88.15,5700.93,0.00,30.16,3.52,2,-353.21,924.65
223.732,0,87.77,5669.55,0.00,30.16,4.11,2,-353.46,925.07
223.732,0,87.06,5634.08,0.00,30.16,4.70,2,-353.70,925.50
223.732,0,86.47,5601.34,0.00,30.16,5.48,2,-353.94,925.92
223.732,0,85.90,5568.60,0.00,30.16,6.26,2,-354.18,926.34
223.732,0,85.03,5459.47,0.00,30.16,8.81,2,-354.64,927.17
223.732,0,84.47,5459.47,0.00,30.16,8.81,2,-354.86,927.59
223.732,0,83.75,5428.09,0.00,30.16,9.39,2,-355.08,928.01
223.732,0,83.38,5393.99,0.00,30.16,10.18,2,-355.29,928.42
223.732,0,83.38,5393.99,0.00,30.16,10.18,2,-355.29,928.42
228.500,0,82.98,5358.52,0.00,30.16,10.96,2,-355.50,928.84
228.500,0,82.32,5325.78,0.00,30.16,11.55,2,-355.71,929.25
228.500,0,81.82,5298.50,0.00,26.98,12.13,2,-355.90,929.66
228.500,0,81.68,5273.94,0.00,25.40,12.52,2,-356.10,930.08
228.500,0,82.46,5238.47,0.00,19.05,13.11,2,-356.29,930.49
228.500,0,82.03,5238.47,0.00,19.05,13.11,2,-356.47,930.91
228.500,0,82.27,5228.92,0.00,12.70,13.31,2,-356.65,931.33
228.500,0,82.81,5227.56,0.00,6.35,13.31,2,-356.83,931.75
228.500,0,83.21,5233.01,0.00,0.00,13.50,2,-357.00,932.18
228.500,0,83.35,5226.19,0.00,0.00,13.50,2,-357.17,932.62
233.058,0,83.16,5219.37,0.00,0.00,13.70,2,-357.34,933.05
233.058,0,82.92,5213.92,0.00,0.00,13.70,2,-357.50,933.49
233.058,0,82.92,5209.82,0.00,0.00,13.89,2,-357.67,933.93
233.058,0,82.89,5201.64,0.00,0.00,14.09,2,-357.82,934.38
233.058,0,82.56,5190.73,0.00,0.00,14.29,2,-357.98,934.82
233.058,0,82.44,5185.27,0.00,0.00,14.29,2,-358.13,935.27
233.058,0,82.11,5179.81,0.00,0.00,14.48,2,-358.28,935.72
233.058,0,82.10,5174.35,0.00,0.00,14.68,2,-358.42,936.16
233.058,0,81.99,5163.44,0.00,0.00,15.07,2,-358.56,936.61
233.058,0,81.75,5155.26,0.00,0.00,15.26,2,-358.70,937.05
237.632,0,81.77,5148.44,0.00,0.00,15.46,2,-358.83,937.50
237.632,0,81.68,5137.52,0.00,0.00,15.85,2,-358.96,937.95
237.632,0,81.24,5137.52,0.00,0.00,15.85,2,-359.09,938.39
237.632,0,81.24,5137.52,0.00,0.00,15.85,2,-359.09,938.39
237.632,0,81.11,5127.97,0.00,0.00,16.05,2,-359.21,938.84
237.632,0,80.82,5119.79,0.00,0.00,16.24,2,-359.32,939.29
237.632,0,80.81,5115.69,0.00,0.00,16.44,2,-359.43,939.73
237.632,0,80.75,5110.24,0.00,0.00,16.83,2,-359.54,940.18
237.632,0,80.54,5102.05,0.00,0.00,17.03,2,-359.64,940.63
237.632,0,80.32,5093.87,0.00,0.00,17.42,2,-359.74,941.08
237.632,0,80.37,5085.68,0.00,0.00,17.61,2,-359.83,941.53
242.014,0,80.65,5679.10,33.33,0.00,18.00,0,-359.92,941.98
242.014,0,80.23,6039.25,22.22,1.59,18.40,0,-360.00,942.43
242.014,0,79.59,6219.32,15.87,6.35,18.79,0,-360.08,942.88
242.014,0,78.79,6273.89,11.11,11.11,19.18,0,-360.15,943.33
242.014,0,78.27,6257.52,9.52,15.87,19.57,0,-360.22,943.77
242.014,0,77.28,6200.22,0.00,17.46,19.77,1,-360.28,944.22
242.014,0,76.46,6138.83,0.00,20.63,19.96,1,-360.33,944.65
242.014,0,75.75,6097.91,0.00,22.22,19.96,1,-360.38,945.09
242.014,0,75.41,6065.17,0.00,22.22,19.96,1,-360.43,945.52
242.014,0,74.87,6026.97,0.00,23.81,19.77,1,-360.46,945.94
246.123,0,74.22,5991.50,0.00,25.40,19.57,1,-360.49,946.36
246.123,0,74.22,5991.50,0.00,25.40,19.57,1,-360.49,946.36
246.123,0,73.94,5947.85,0.00,28.57,19.57,1,-360.52,946.78
246.123,0,72.76,5897.37,0.00,31.75,19.57,1,-360.54,947.19
246.123,0,71.92,5855.08,0.00,33.33,19.96,1,-360.55,947.60
246.123,0,71.34,5800.52,0.00,36.51,20.35,1,-360.56,948.01
246.123,0,70.77,5758.23,0.00,36.51,20.94,1,-360.56,948.41
246.123,0,70.54,5714.57,0.00,36.51,21.53,1,-360.56,948.80
246.123,0,69.87,5660.00,0.00,38.10,22.31,1,-360.56,949.19
246.123,0,69.32,5617.72,0.00,38.10,23.29,1,-360.55,949.58
246.123,0,69.00,5568.60,0.00,38.10,24.27,1,-360.53,949.97
249.954,0,68.25,5519.49,0.00,38.10,25.24,1,-360.52,950.35
249.954,0,67.72,5470.38,0.00,38.10,26.42,1,-360.50,950.73
249.954,0,67.39,5415.82,0.00,38.10,27.40,1,-360.47,951.10
249.954,0,66.54,5365.34,0.00,38.10,28.38,1,-360.45,951.47
249.954,0,66.27,5325.78,0.00,34.92,29.55,1,-360.42,951.84
249.954,0,65.43,5275.30,0.00,34.92,30.72,1,-360.39,952.20
249.954,0,65.07,5233.01,0.00,33.33,31.90,1,-360.36,952.56
249.954,0,64.91,5203.00,0.00,26.98,32.88,1,-360.32,952.92
249.954,0,64.94,5177.08,0.00,23.81,34.05,1,-360.28,953.27
249.954,0,65.06,5164.81,0.00,19.05,35.23,1,-360.24,953.62
253.212,0,65.32,5147.07,0.00,15.87,36.20,1,-360.19,953.97
253.212,0,65.17,5127.97,0.00,12.70,36.99,1,-360.13,954.32
253.212,0,65.12,5110.24,0.00,12.70,37.57,1,-360.07,954.68
253.212,0,64.89,5084.32,0.00,12.70,37.96,1,-359.99,955.03
253.212,0,64.63,5063.86,0.00,12.70,38.16,1,-359.92,955.38
253.212,0,64.63,5063.86,0.00,12.70,38.16,1,-359.92,955.38
253.212,0,63.89,5043.39,0.00,12.70,38.36,1,-359.84,955.72
253.212,0,63.71,5021.57,0.00,12.70,38.36,1,-359.75,956.07
253.212,0,63.63,4997.01,0.00,12.70,38.36,1,-359.65,956.41
253.212,0,62.80,4967.00,0.00,14.29,38.16,1,-359.55,956.74
253.212,0,62.77,4939.72,0.00,14.29,38.16,1,-359.45,957.08
257.289,0,62.50,4917.89,0.00,14.29,38.16,1,-359.34,957.41
257.289,0,62.27,4898.79,0.00,12.70,38.16,1,-359.22,957.73
257.289,0,62.27,4881.05,0.00,12.70,38.16,1,-359.10,958.05
257.289,0,62.00,4859.23,0.00,12.70,38.16,1,-358.97,958.37
257.289,0,61.95,4838.77,0.00,11.11,38.36,1,-358.84,958.69
257.289,0,61.84,4819.67,0.00,11.11,38.94,1,-358.71,959.00
257.289,0,62.05,4808.75,0.00,7.94,39.53,1,-358.57,959.31
257.289,0,61.87,4797.84,0.00,4.76,40.51,1,-358.42,959.62
257.289,0,61.97,4792.38,0.00,3.17,41.49,1,-358.27,959.93
257.289,0,62.53,4786.93,0.00,0.00,42.47,1,-358.12,960.24
262.114,0,62.35,4771.92,0.00,0.00,43.84,1,-357.95,960.54
262.114,0,62.39,4761.01,0.00,0.00,45.01,1,-357.79,960.85
262.114,0,62.32,4748.73,0.00,0.00,46.18,1,-357.61,961.15
262.114,0,61.91,4740.54,0.00,0.00,47.36,1,-357.44,961.45
262.114,0,61.91,4740.54,0.00,0.00,47.36,1,-357.44,961.45
262.114,0,61.92,4732.36,0.00,0.00,48.73,1,-357.26,961.74
262.114,0,62.15,4722.81,0.00,0.00,49.71,1,-357.08,962.04
262.114,0,62.14,4715.99,0.00,0.00,50.68,1,-356.89,962.33
262.114,0,62.00,4709.17,0.00,0.00,51.66,1,-356.70,962.62
262.114,0,61.81,4699.62,0.00,0.00,52.25,1,-356.50,962.90
262.114,0,62.18,4695.53,0.00,0.00,52.84,1,-356.29,963.18
267.611,0,62.42,4703.71,4.76,0.00,53.03,1,-356.08,963.45
267.611,0,62.91,4724.17,11.11,0.00,53.23,1,-355.87,963.72
267.611,0,63.32,4750.09,19.05,0.00,53.42,1,-355.64,963.99
267.611,0,63.77,4780.11,25.40,0.00,53.82,1,-355.41,964.26
267.611,0,64.59,4814.21,33.33,0.00,54.21,1,-355.17,964.52
267.611,0,64.73,4870.14,39.68,0.00,54.40,1,-354.92,964.78
267.611,0,66.06,4855.14,46.03,0.00,54.60,1,-354.67,965.04
267.611,0,65.90,4897.43,47.62,0.00,54.99,1,-354.40,965.30
